Order Date,Region,Category,Sales,Profit
12/22/2016,West,Office Supplies,31.32,-25.056
12/22/2016,West,Furniture,11.84,3.108
12/22/2016,West,Furniture,22.784,4.8416
02-08-2016,South,Technology,1127.976,126.8973
7/13/2015,South,Office Supplies,38.88,18.6624
5/18/2014,East,Technology,779.796,-168.9558
10/21/2017,Central,Technology,1439.92,374.3792
10/21/2017,Central,Furniture,262.11,62.9064
11-05-2015,South,Furniture,207,25.875
08-01-2017,Central,Technology,1439.982,-263.9967
08-01-2017,Central,Office Supplies,36.288,12.7008
6/21/2014,East,Office Supplies,21.4,6.206
2/19/2017,South,Office Supplies,1245.86,361.2994
08-01-2014,South,Office Supplies,17.544,5.9211
08-01-2014,South,Furniture,44.128,12.1352
08-01-2014,South,Office Supplies,62.92,10.2245
08-01-2014,South,Office Supplies,78.304,29.364
7/18/2016,South,Furniture,140.81,39.4268
02-09-2015,Central,Office Supplies,40.096,13.5324
02-09-2015,Central,Furniture,40.784,-30.588
7/29/2017,West,Technology,90.57,11.7741
01-12-2017,East,Office Supplies,40.08,19.2384
01-12-2017,East,Furniture,37.68,15.8256
09-10-2017,West,Furniture,362.352,27.1764
09-10-2017,West,Office Supplies,7.184,2.245
7/20/2015,Central,Office Supplies,34.76,9.7328
7/20/2015,Central,Technology,831.2,124.68
7/20/2015,Central,Office Supplies,26.4,11.88
7/20/2015,Central,Office Supplies,106.75,49.105
7/20/2015,Central,Office Supplies,97.82,45.9754
7/20/2015,Central,Office Supplies,141.4,38.178
6/13/2014,West,Office Supplies,14.52,4.7916
05-12-2017,Central,Office Supplies,127.92,-15.99
05-12-2017,Central,Office Supplies,34.24,-53.072
09-03-2015,East,Office Supplies,137.62,60.5528
09-03-2015,East,Technology,100.49,25.1225
3/26/2017,East,Furniture,257.568,-28.9764
3/26/2017,East,Technology,119.96,33.5888
11-12-2014,Central,Office Supplies,49.632,4.9632
10/13/2016,West,Furniture,727.45,-465.568
10/13/2016,West,Furniture,24.96,4.368
11-12-2017,East,Technology,370.782,-92.6955
4/15/2017,West,Furniture,196.45,70.722
6/25/2015,East,Office Supplies,31.104,10.8864
6/25/2015,East,Office Supplies,78.256,-17.6076
8/26/2016,West,Office Supplies,6.48,3.1104
7/21/2014,West,Office Supplies,99.2,25.792
7/21/2014,West,Furniture,801.568,50.098
7/21/2014,West,Furniture,272.848,27.2848
11/21/2017,West,Furniture,70.98,20.5842
06-04-2014,East,Office Supplies,16.224,5.8812
03-10-2016,East,Furniture,176.784,-22.098
3/25/2017,Central,Technology,470.376,47.0376
12/29/2017,West,Furniture,393.568,-44.2764
12/29/2017,West,Technology,302.376,22.6782
3/28/2017,South,Office Supplies,68.742,-48.1194
03-05-2015,East,Office Supplies,29.34,14.67
03-05-2015,East,Furniture,383.607,63.9345
03-05-2015,East,Office Supplies,563.4,67.608
11/13/2016,East,Office Supplies,217.056,78.6828
1/19/2017,Central,Office Supplies,6,2.1
4/22/2016,West,Furniture,31.56,10.4148
5/13/2014,South,Office Supplies,7.104,2.3976
5/13/2014,South,Office Supplies,398.352,-331.96
10/21/2014,East,Office Supplies,121.792,13.7016
10/21/2014,East,Furniture,409.59,-122.877
3/14/2014,West,Office Supplies,10.56,4.752
3/14/2014,West,Office Supplies,3.38,1.2506
12/22/2017,South,Office Supplies,7.824,2.934
11/24/2016,West,Office Supplies,24.784,7.745
12-02-2017,South,Office Supplies,34.65,10.395
12/31/2015,West,Office Supplies,487.984,152.495
10-03-2017,Central,Office Supplies,1793.98,843.1706
8/29/2014,South,Office Supplies,29.808,10.8054
8/29/2014,South,Office Supplies,505.176,-336.784
8/29/2014,South,Furniture,174.0585,-110.7645
6/29/2016,South,Office Supplies,191.88,19.188
8/20/2016,Central,Technology,14.78,3.9906
10/21/2017,West,Office Supplies,5.184,1.8144
10/21/2017,West,Furniture,478.48,47.848
10/21/2017,West,Technology,28.4,6.745
10/21/2017,Central,Office Supplies,909.12,9.0912
5/17/2016,South,Office Supplies,2.952,-2.1648
5/17/2016,South,Office Supplies,27.018,-21.6144
02-03-2015,West,Furniture,136.92,41.076
12/18/2017,East,Furniture,18.96,8.532
11/15/2016,West,Technology,99.39,40.7499
07-03-2017,Central,Office Supplies,273.896,92.4399
07-03-2017,Central,Technology,597.132,49.761
1/15/2014,South,Technology,149.95,65.978
4/30/2017,South,Office Supplies,4.608,1.6704
4/30/2017,South,Office Supplies,15.528,4.8525
4/30/2017,South,Office Supplies,11.952,3.8844
11-08-2015,East,Office Supplies,11.65,3.3785
10/30/2015,Central,Technology,299.9,74.975
8/17/2017,East,Office Supplies,895.92,302.373
8/17/2017,East,Furniture,462.564,97.6524
10-03-2015,East,Office Supplies,15.008,1.5008
07-08-2016,Central,Technology,863.64,107.955
07-08-2016,Central,Office Supplies,47.616,3.5712
12-05-2017,West,Office Supplies,92.94,41.823
03-09-2017,West,Technology,199.98,69.993
06-09-2016,West,Technology,177.48,19.9665
11/28/2017,West,Office Supplies,88.768,31.0688
3/16/2017,West,Office Supplies,6.48,3.1104
3/16/2017,West,Office Supplies,46.51,1.8604
3/16/2017,West,Technology,659.976,49.4982
11/27/2016,West,Technology,271.992,23.7993
08-06-2017,South,Furniture,145.74,23.3184
08-06-2017,South,Furniture,15.4,7.392
11/27/2017,West,Office Supplies,244.55,114.9385
11/27/2017,West,Technology,166.16,59.8176
5/25/2015,West,Furniture,14.73,4.8609
07-08-2016,West,Office Supplies,19.968,-13.312
07-08-2016,West,Office Supplies,33.488,-1.2558
07-08-2016,West,Office Supplies,8.736,-6.1152
07-08-2016,West,Furniture,662.88,74.574
8/29/2017,Central,Office Supplies,47.36,17.76
8/29/2017,Central,Office Supplies,27.44,2.401
8/29/2017,Central,Office Supplies,3.24,-5.184
6/20/2016,Central,Technology,95.968,26.3912
6/20/2016,Central,Office Supplies,10.368,3.6288
09-02-2017,East,Office Supplies,23.1,6.468
09-02-2017,East,Furniture,11.54,3.462
09-02-2017,East,Furniture,254.526,-93.3262
09-02-2017,East,Office Supplies,12.98,3.7642
09-02-2017,East,Office Supplies,26.432,8.9208
09-02-2017,East,Technology,197.97,57.4113
09-02-2017,East,Office Supplies,18.9,9.072
09-02-2017,East,Furniture,1282.41,213.735
09-02-2017,East,Office Supplies,4.92,2.214
09-02-2017,East,Technology,238,38.08
09-02-2017,East,Technology,167.97,40.3128
09-02-2017,East,Office Supplies,17.12,7.704
09-10-2017,Central,Office Supplies,16.2,7.776
09-10-2017,Central,Office Supplies,33.99,14.6157
09-10-2017,Central,Technology,296.85,53.433
09-10-2017,Central,Technology,112.8,6.768
09-10-2017,Central,Office Supplies,13.71,6.5808
09-10-2017,Central,Office Supplies,24.9,11.703
09-10-2017,Central,Office Supplies,286.29,17.1774
09-10-2017,Central,Office Supplies,24.18,7.254
12/21/2017,East,Technology,281.97,78.9516
12/21/2017,East,Office Supplies,69.5,20.155
12/21/2017,East,Office Supplies,166.44,79.8912
9/23/2017,Central,Technology,291.96,102.186
05-06-2017,Central,Office Supplies,6.408,0.6408
05-06-2017,Central,Technology,408.744,76.6395
12/14/2014,Central,Office Supplies,5.104,-8.6768
12/14/2014,Central,Office Supplies,2.896,0.4706
12/14/2014,Central,Technology,35.016,-2.1885
10/18/2014,South,Office Supplies,275.97,11.0388
10/18/2014,South,Technology,1394.95,362.687
10/18/2014,South,Furniture,545.88,70.9644
05-08-2015,West,Office Supplies,5.248,0.5904
4/14/2016,West,Furniture,933.536,105.0228
4/14/2016,West,Office Supplies,42.976,4.2976
12/14/2015,South,Office Supplies,3.76,1.8048
12-03-2014,Central,Technology,479.96,134.3888
11/25/2014,West,Office Supplies,320.88,93.0552
11/25/2014,West,Furniture,23.88,10.5072
11/25/2014,West,Office Supplies,26.76,12.3096
7/25/2016,East,Technology,1439.976,191.9968
11-09-2015,Central,Office Supplies,17.22,7.9212
11-09-2015,Central,Furniture,1024.38,215.1198
11-09-2015,Central,Office Supplies,26.22,12.3234
11-09-2015,Central,Office Supplies,17.34,8.4966
2/24/2017,East,Office Supplies,4.956,-3.7996
6/25/2017,West,Office Supplies,71.04,26.64
6/25/2017,West,Office Supplies,5.344,0.7348
6/25/2017,West,Office Supplies,11.304,-2.1195
12-02-2017,Central,Office Supplies,294.62,-766.012
12-02-2017,Central,Furniture,8.752,-3.7196
02-06-2014,South,Office Supplies,15,7.2
02-06-2014,South,Technology,161.61,42.0186
02-06-2014,South,Technology,144.95,42.0355
04-11-2017,West,Technology,199.95,21.9945
04-11-2017,West,Office Supplies,41.86,14.2324
12/25/2017,South,Office Supplies,95.94,9.594
12/25/2017,South,Furniture,304.45,76.1125
04-11-2017,Central,Office Supplies,11.364,-17.046
12/31/2014,Central,Office Supplies,29.68,11.5752
12/31/2014,Central,Technology,47.53,16.1602
08-03-2017,Central,Furniture,183.372,-36.6744
11/15/2014,South,Office Supplies,4.224,0.4752
11/15/2014,South,Office Supplies,333.056,29.1424
11/15/2014,South,Office Supplies,24.896,7.78
12-11-2015,Central,Technology,159.984,35.9964
12-11-2015,Central,Office Supplies,46.344,4.6344
9/18/2016,South,Furniture,350.98,84.2352
9/18/2016,South,Office Supplies,13.08,6.0168
9/18/2016,South,Office Supplies,900.08,117.0104
3/19/2015,West,Office Supplies,17.568,6.3684
3/19/2015,West,Office Supplies,14.62,6.8714
3/19/2015,West,Office Supplies,33.36,8.6736
3/19/2015,West,Office Supplies,40.14,19.6686
9/19/2016,East,Office Supplies,1606.23,481.869
9/19/2016,East,Office Supplies,17.04,7.668
9/19/2016,East,Office Supplies,49.53,23.7744
9/19/2016,East,Furniture,872.32,244.2496
8/20/2017,West,Office Supplies,239.12,77.714
3/13/2015,West,Furniture,141.96,39.7488
09-08-2016,West,Office Supplies,33.024,11.5584
09-08-2016,West,Office Supplies,67.136,23.4976
11/26/2015,East,Office Supplies,14.73,6.9231
11/26/2015,East,Office Supplies,104.9,25.176
11/26/2015,East,Office Supplies,61.04,30.52
11/26/2015,East,Office Supplies,10.95,5.1465
12-09-2016,Central,Office Supplies,9.392,3.2872
12-09-2016,Central,Office Supplies,9.328,0.8162
9/25/2017,Central,Office Supplies,8.26,3.8822
9/25/2017,Central,Furniture,269.97,51.2943
1/23/2015,West,Office Supplies,29.04,13.9392
1/23/2015,West,Office Supplies,14.62,6.8714
6/18/2015,West,Office Supplies,11.952,4.3326
6/18/2015,West,Office Supplies,4.536,-3.3264
6/18/2015,West,Office Supplies,9.156,-6.104
6/18/2015,West,Furniture,75.36,20.724
10-02-2015,West,Office Supplies,57.504,20.1264
11/18/2017,East,Office Supplies,38.864,7.7728
8/17/2014,Central,Office Supplies,15.552,5.4432
7/17/2016,East,Office Supplies,162.64,45.5392
7/17/2016,East,Technology,597,280.59
7/17/2016,East,Office Supplies,55.48,26.6304
07-11-2015,East,Furniture,289.8,36.225
07-11-2015,East,Office Supplies,2.502,-2.0016
07-11-2015,East,Office Supplies,6.48,-4.752
07-11-2015,East,Furniture,341.488,-73.176
07-11-2015,East,Office Supplies,11.12,0.834
07-11-2015,East,Furniture,25.344,3.4848
12-01-2016,Central,Furniture,17.31,5.193
12/22/2017,Central,Technology,199.95,63.984
12/22/2017,Central,Furniture,1586.69,412.5394
12/22/2017,Central,Technology,84.99,30.5964
12/22/2017,Central,Furniture,411.8,70.006
10/31/2014,West,Office Supplies,11.34,5.2164
10/31/2014,West,Office Supplies,80.3,20.878
10/31/2014,West,Office Supplies,15.968,5.3892
10/31/2014,West,Office Supplies,64.74,30.4278
10/31/2014,West,Office Supplies,19.296,6.03
10/31/2014,West,Office Supplies,405.64,12.1692
10/31/2014,West,Furniture,146.352,-9.147
10/31/2014,West,Technology,251.91,47.8629
10/31/2014,West,Office Supplies,12.39,3.717
4/13/2015,West,Technology,199.96,69.986
4/13/2015,West,Furniture,710.832,-97.7394
7/21/2016,East,Office Supplies,1.941,-1.294
11/20/2017,West,Furniture,283.92,-46.137
11/26/2016,West,Office Supplies,7.312,2.5592
11-07-2017,West,Technology,59.97,13.7931
11-07-2017,West,Technology,761.544,66.6351
12-01-2014,West,Furniture,58.2,28.518
09-12-2017,East,Office Supplies,39.9,19.95
09-12-2017,East,Office Supplies,90.86,26.3494
09-12-2017,East,Office Supplies,94.85,45.528
12/24/2015,West,Office Supplies,106.232,37.1812
12/24/2015,West,Technology,111.984,11.1984
12/24/2015,West,Furniture,7.712,1.7352
2/23/2017,West,Office Supplies,37.44,16.848
11/23/2014,Central,Office Supplies,23.68,8.88
6/23/2016,East,Office Supplies,122.12,56.1752
6/23/2016,East,Office Supplies,18.45,8.6715
6/23/2016,East,Office Supplies,324.9,38.988
6/23/2016,East,Office Supplies,146.73,68.9631
6/23/2016,East,Office Supplies,3.96,1.4652
10/26/2015,West,Office Supplies,5.76,2.6496
7/15/2017,East,Office Supplies,26.55,13.0095
7/15/2017,East,Furniture,310.443,-48.7839
11/17/2014,Central,Furniture,479.9,81.583
4/13/2015,West,Office Supplies,12.88,0.3864
11/25/2015,South,Office Supplies,13.12,1.476
5/15/2016,South,Office Supplies,511.84,240.5648
5/15/2016,South,Office Supplies,91.96,25.7488
5/15/2016,South,Office Supplies,8.34,2.1684
09-07-2017,West,Office Supplies,37.68,2.355
09-07-2017,West,Technology,279.944,80.4839
03-10-2014,West,Office Supplies,636.408,-15.9102
03-10-2014,West,Office Supplies,83.168,9.3564
7/18/2014,West,Furniture,259.136,-25.9136
3/24/2017,East,Office Supplies,221.92,106.5216
3/24/2017,East,Technology,26,11.7
9/30/2014,South,Office Supplies,15.552,5.4432
9/26/2014,Central,Office Supplies,0.876,-1.4016
10/31/2015,West,Office Supplies,19.98,9.3906
10/31/2015,West,Office Supplies,398.352,124.485
10/31/2015,West,Office Supplies,5.04,1.26
10/31/2015,West,Office Supplies,17.45,8.027
10/31/2015,West,Furniture,323.136,20.196
10/31/2015,West,Office Supplies,29.7,8.019
10/31/2015,West,Technology,1295.84,145.782
10/31/2015,West,Office Supplies,46.84,12.6468
10/31/2015,West,Furniture,425.833,20.0392
10-12-2015,East,Furniture,209.67,-13.978
9/19/2016,West,Office Supplies,159.88,73.5448
4/13/2017,West,Office Supplies,5.28,2.376
4/13/2017,West,Office Supplies,895.92,302.373
01-07-2017,South,Office Supplies,2.808,-1.9656
11-09-2017,West,Furniture,215.976,-2.6997
9/22/2017,Central,Furniture,241.96,41.1332
9/22/2017,Central,Office Supplies,27.72,13.3056
12-01-2017,East,Office Supplies,104.68,35.3295
12-01-2017,East,Technology,62.958,9.4437
6/23/2014,East,Technology,86.376,1.0797
10-04-2015,East,Furniture,64.944,6.4944
10-04-2015,East,Office Supplies,20.736,7.2576
5/20/2014,East,Office Supplies,33.28,9.3184
5/20/2014,East,Office Supplies,38.52,11.9412
5/20/2014,East,Furniture,139.86,60.1398
11/20/2015,East,Office Supplies,19.65,9.039
11/30/2015,East,Office Supplies,152.991,-122.3928
11/30/2015,East,Office Supplies,10.584,-2.3814
11/30/2015,East,Technology,94.92,15.82
12/31/2015,Central,Furniture,14.76,-11.439
12/31/2015,Central,Office Supplies,3.656,-5.8496
11/16/2017,East,Office Supplies,146.82,73.41
06-06-2014,East,Office Supplies,149.544,50.4711
06-06-2014,East,Office Supplies,17.14,4.4564
06-06-2014,East,Furniture,991.764,-347.1174
09-01-2016,East,Office Supplies,30.48,9.906
09-01-2016,East,Technology,23.988,-4.7976
09-01-2016,East,Office Supplies,16.688,5.4236
6/25/2016,East,Furniture,422.058,-18.0882
6/25/2016,East,Office Supplies,38.088,-27.9312
6/25/2016,East,Office Supplies,254.352,-50.8704
12-12-2014,West,Furniture,43.31,4.331
3/31/2017,East,Technology,84.95,22.087
11/19/2017,Central,Furniture,233.058,-53.2704
11/24/2014,Central,Technology,111.79,43.5981
11/22/2015,East,Office Supplies,14.94,7.0218
7/14/2016,East,Office Supplies,14.16,5.133
4/30/2016,Central,Furniture,22.608,-10.1736
7/25/2016,West,Office Supplies,21.48,10.74
6/22/2014,Central,Office Supplies,501.81,0
6/22/2014,Central,Office Supplies,161.94,9.7164
10/21/2017,South,Office Supplies,17.856,2.0088
09-03-2016,Central,Office Supplies,8.808,-14.9736
5/14/2016,East,Furniture,79.384,29.769
01-07-2016,West,Office Supplies,34.58,10.0282
3/13/2017,West,Office Supplies,314.55,150.984
10/13/2016,Central,Technology,191.976,23.997
10/13/2016,Central,Office Supplies,8.288,3.0044
10/13/2016,Central,Furniture,139.92,-150.414
10/13/2016,Central,Office Supplies,15.872,1.1904
10/13/2016,Central,Office Supplies,6.286,-11.0005
1/27/2017,East,Office Supplies,14.016,1.752
1/27/2017,East,Technology,71.976,-8.997
1/27/2017,East,Technology,107.982,-26.9955
11/19/2017,Central,Furniture,305.312,-8.7232
08-01-2014,West,Office Supplies,19.752,6.9132
7/30/2016,Central,Office Supplies,9.264,-13.896
7/30/2015,Central,Office Supplies,61.792,6.1792
10/15/2016,West,Office Supplies,45.68,21.0128
10/15/2016,West,Office Supplies,60.12,28.8576
10/15/2016,West,Office Supplies,41.72,13.0375
10/15/2016,West,Office Supplies,71.6,32.936
05-07-2016,East,Office Supplies,85.232,30.8966
05-07-2016,East,Office Supplies,44.4,22.2
05-07-2016,East,Furniture,442.764,59.0352
05-07-2016,East,Technology,3999.95,1159.9855
05-07-2016,East,Technology,199.95,21.9945
05-07-2016,East,Furniture,63.68,28.0192
08-01-2017,West,Office Supplies,54.896,18.5274
7/14/2016,South,Technology,29,7.25
08-10-2017,Central,Office Supplies,70.08,35.04
08-10-2017,Central,Furniture,121.3,25.473
08-10-2017,Central,Technology,1454.49,378.1674
6/25/2016,West,Office Supplies,60.81,17.0268
12-10-2016,West,Office Supplies,153.552,51.8238
12-10-2016,West,Office Supplies,65.34,22.869
12-10-2016,West,Office Supplies,123.92,55.764
12-10-2016,West,Office Supplies,35.1,12.285
12-10-2016,West,Technology,44.75,8.5025
12-01-2016,South,Office Supplies,4.704,0.4116
11/28/2014,South,Office Supplies,14.67,3.9609
3/28/2015,East,Office Supplies,15.552,5.4432
3/28/2015,East,Office Supplies,5.232,1.7004
06-01-2014,South,Furniture,22.2,9.102
06-01-2014,South,Technology,881.93,229.3018
09-06-2015,West,Office Supplies,6.096,2.1336
09-06-2015,West,Furniture,191.82,74.8098
6/29/2015,East,Furniture,20.104,1.7591
09-10-2016,South,Office Supplies,67.56,8.445
7/14/2014,Central,Office Supplies,29.932,-46.3946
7/14/2014,Central,Technology,38.272,3.8272
8/22/2015,East,Office Supplies,16.52,7.5992
11/14/2014,East,Technology,832.93,233.2204
11/14/2014,East,Office Supplies,43.8,21.024
11/27/2016,Central,Office Supplies,167.292,29.7408
11/21/2017,East,Furniture,27.42,11.2422
10-01-2017,West,Office Supplies,1.44,0.504
10-01-2017,West,Office Supplies,61.776,20.8494
10-01-2017,West,Office Supplies,241.96,60.49
10-01-2017,West,Furniture,108.608,9.5032
9/20/2014,South,Office Supplies,2.816,0.9856
7/28/2017,West,Office Supplies,9.984,3.6192
7/28/2017,West,Office Supplies,14.98,4.1944
7/28/2017,West,Technology,1145.6,100.24
12-06-2015,East,Technology,485.94,-89.089
12-06-2015,East,Office Supplies,37.376,4.672
12-06-2015,East,Furniture,70.686,-24.2352
7/31/2017,East,Office Supplies,54.816,17.8152
3/19/2016,West,Furniture,72.294,-98.8018
7/29/2017,Central,Office Supplies,2.896,0.4706
7/29/2017,Central,Technology,124.792,15.599
10-01-2016,East,Furniture,330.588,-115.7058
3/31/2014,West,Office Supplies,673.568,252.588
3/31/2014,West,Office Supplies,52.98,14.8344
6/26/2017,Central,Furniture,526.45,31.587
07-09-2017,Central,Office Supplies,228.92,14.3075
12/14/2015,West,Technology,319.968,35.9964
12-05-2017,East,Technology,205.03,67.6599
9/15/2015,Central,Office Supplies,190.86,11.4516
9/15/2015,Central,Office Supplies,24.32,8.2688
7/15/2016,West,Office Supplies,44.4,12.432
4/20/2017,Central,Furniture,44.4,-52.17
11/15/2016,West,Office Supplies,1016.792,381.297
11/15/2016,West,Office Supplies,38.136,13.3476
11/26/2016,East,Technology,494.982,-115.4958
11/21/2017,West,Office Supplies,56.56,15.2712
11/21/2017,West,Office Supplies,5.56,1.4456
11/21/2017,West,Office Supplies,9.02,3.5178
11/21/2017,West,Office Supplies,8.62,2.2412
11/21/2017,West,Technology,659.976,49.4982
2/15/2015,West,Office Supplies,13.36,6.4128
2/15/2015,West,Office Supplies,41.72,13.0375
2/15/2015,West,Office Supplies,11.52,4.176
2/15/2015,West,Office Supplies,541.44,157.0176
2/15/2015,West,Office Supplies,19.44,9.3312
4/15/2016,West,Office Supplies,143.7,68.976
9/28/2015,West,Office Supplies,43.26,14.2758
9/28/2015,West,Office Supplies,43.56,15.246
9/17/2016,East,Technology,437.85,131.355
9/17/2016,East,Furniture,109.48,33.9388
6/16/2017,West,Furniture,1212.96,90.972
6/16/2017,West,Office Supplies,18.54,8.7138
11-08-2015,West,Office Supplies,5,2.4
11-08-2015,West,Technology,371.97,66.9546
12/18/2015,East,Technology,166.24,24.936
02-06-2017,South,Furniture,359.97,79.1934
11/14/2016,South,Technology,499.98,114.9954
11/14/2016,South,Office Supplies,5.28,2.376
11/14/2016,South,Office Supplies,8.26,3.8822
10-12-2017,South,Office Supplies,7.968,2.6892
9/17/2017,West,Office Supplies,12.96,6.3504
12/20/2017,East,Office Supplies,6.48,3.1104
12/20/2017,East,Office Supplies,6.984,2.3571
12-02-2017,South,Office Supplies,47.96,4.1965
9/21/2015,West,Office Supplies,199.74,47.9376
03-06-2015,West,Furniture,435.26,95.7572
03-06-2015,West,Technology,1119.984,377.9946
10-03-2014,West,Furniture,143.432,3.5858
10-03-2014,West,Furniture,122.352,13.7646
6/27/2014,South,Office Supplies,306.2,0
6/27/2014,South,Furniture,85.98,22.3548
6/27/2014,South,Technology,223.96,53.7504
10/30/2017,West,Furniture,97.568,-6.098
10/30/2017,West,Furniture,614.272,-23.0352
10/30/2017,West,Furniture,199.98,37.9962
09-03-2016,East,Office Supplies,48.16,22.1536
03-05-2015,Central,Technology,23.92,6.6976
03-05-2015,Central,Office Supplies,60.69,16.3863
05-05-2016,South,Office Supplies,14.352,5.2026
11/17/2017,South,Office Supplies,35.04,12.264
06-01-2017,East,Office Supplies,17.48,1.311
06-10-2017,West,Office Supplies,16.4,4.756
01-08-2017,West,Furniture,892.98,80.3682
4/20/2015,South,Technology,287.97,77.7519
4/20/2015,South,Furniture,595.38,297.69
4/20/2015,South,Office Supplies,12.96,6.2208
11-01-2015,East,Technology,4.95,1.3365
12/23/2017,East,Furniture,181.95,38.2095
11-01-2015,East,Office Supplies,13.52,6.2192
11-01-2015,East,Furniture,259.7,106.477
11-01-2015,East,Technology,42.95,1.2885
11-01-2015,East,Technology,1399.93,601.9699
11-01-2015,East,Technology,503.96,125.99
11/14/2014,Central,Office Supplies,12.72,6.36
11/14/2014,Central,Office Supplies,11.52,5.6448
1/17/2016,South,Technology,316,31.6
9/17/2017,South,Furniture,723.92,188.2192
9/17/2017,South,Office Supplies,106.32,49.9704
12/23/2016,Central,Furniture,141.372,-14.1372
08-06-2015,Central,Office Supplies,27.216,9.8658
11-05-2017,East,Technology,390.75,171.93
06-11-2017,West,Furniture,280.792,35.099
06-11-2017,West,Office Supplies,68.448,7.7004
06-11-2017,West,Office Supplies,88.04,6.603
06-11-2017,West,Office Supplies,15.872,1.984
06-11-2017,West,Office Supplies,215.592,-48.5082
7/20/2017,Central,Office Supplies,14.62,6.8714
7/20/2017,Central,Office Supplies,416.32,112.4064
7/20/2017,Central,Office Supplies,43,20.21
7/20/2017,Central,Furniture,182.94,27.441
7/20/2017,Central,Office Supplies,60.83,30.415
7/20/2017,Central,Technology,389.97,132.5898
12/23/2015,South,Office Supplies,194.32,56.3528
3/20/2017,West,Technology,265.93,63.8232
12/31/2015,South,Office Supplies,94.74,44.5278
12/31/2015,South,Office Supplies,60.64,27.8944
12/31/2015,South,Office Supplies,76.3,38.15
12/31/2015,South,Office Supplies,364.8,167.808
9/15/2015,East,Office Supplies,79.872,29.952
9/15/2015,East,Furniture,46.384,1.1596
9/15/2015,East,Office Supplies,12.96,6.2208
9/23/2017,West,Office Supplies,14.352,5.2026
12/25/2015,East,Furniture,547.136,-68.392
9/24/2016,West,Office Supplies,41.96,2.9372
9/24/2016,West,Office Supplies,41.7,20.85
3/21/2017,Central,Office Supplies,277.4,133.152
3/21/2017,Central,Office Supplies,5.78,2.8322
9/30/2014,South,Office Supplies,69.216,11.2476
12-10-2017,East,Office Supplies,10.86,5.1042
12-10-2017,East,Office Supplies,426.79,123.7691
8/23/2014,East,Office Supplies,25.92,12.4416
8/23/2014,East,Office Supplies,45.92,22.5008
8/19/2014,East,Office Supplies,10.72,1.742
11-10-2016,South,Office Supplies,41.86,10.465
12/31/2014,East,Furniture,63.2,23.384
12/31/2014,East,Technology,113.97,27.3528
7/26/2014,Central,Office Supplies,123.552,-29.3436
2/22/2016,Central,Office Supplies,490.32,137.2896
3/13/2016,Central,Office Supplies,70.08,24.528
3/13/2016,Central,Office Supplies,1.272,-2.1624
3/13/2016,Central,Furniture,557.585,0
12-02-2017,West,Office Supplies,9.024,3.1584
12-02-2017,West,Office Supplies,69.456,22.5732
12-02-2017,West,Office Supplies,10.86,5.3214
12-02-2017,West,Office Supplies,79.47,22.2516
12-02-2017,West,Office Supplies,10.08,5.04
8/31/2015,West,Furniture,1552.831,200.9546
8/31/2015,West,Office Supplies,137.24,46.3185
8/31/2015,West,Technology,36.51,15.6993
8/31/2015,West,Technology,239.976,80.9919
3/17/2014,East,Furniture,1579.746,-447.5947
3/17/2014,East,Furniture,1071.576,-553.6476
3/17/2014,East,Furniture,613.908,-122.7816
3/17/2014,East,Office Supplies,34.86,16.3842
3/17/2014,East,Office Supplies,155.04,75.9696
4/16/2017,East,Office Supplies,13.71,-10.054
3/13/2016,South,Furniture,127.88,40.9216
3/13/2016,South,Office Supplies,160.32,44.8896
3/13/2016,South,Office Supplies,46,20.7
11/24/2014,West,Furniture,120.712,-18.1068
02-10-2017,East,Office Supplies,23.12,11.3288
9/23/2016,East,Furniture,532.704,-26.6352
9/23/2016,East,Office Supplies,4.912,0.307
07-07-2017,East,Technology,252,93.24
07-07-2016,Central,Furniture,60.288,-27.1296
07-07-2016,Central,Office Supplies,2.632,0.8225
07-07-2016,Central,Office Supplies,23.688,7.6986
07-07-2016,Central,Furniture,253.372,-14.4784
1/24/2017,South,Office Supplies,5.67,0.1134
8/19/2014,East,Office Supplies,76.776,-58.8616
8/19/2014,East,Office Supplies,9.184,1.148
12-06-2015,West,Office Supplies,32.75,15.065
05-06-2016,East,Office Supplies,7.216,1.7138
05-06-2016,East,Office Supplies,49.568,15.49
05-06-2016,East,Furniture,54.712,11.6263
3/25/2017,West,Office Supplies,176.04,45.7704
3/25/2017,West,Office Supplies,16.02,4.4856
3/25/2017,West,Office Supplies,185.92,62.748
3/25/2017,West,Technology,211.168,15.8376
3/25/2017,West,Technology,479.984,59.998
12-12-2015,West,Office Supplies,7.86,3.6156
12-12-2015,West,Office Supplies,24.448,8.8624
12-06-2015,East,Office Supplies,6.48,3.1104
12-06-2015,East,Office Supplies,41.86,20.5114
12-06-2015,East,Technology,1619.91,97.1946
12-06-2015,East,Furniture,113.92,42.1504
3/17/2016,East,Office Supplies,39.68,10.3168
11/14/2015,East,Technology,37.6,2.256
11/14/2015,East,Technology,59.9,23.96
11/14/2015,East,Office Supplies,37,16.65
8/14/2017,West,Office Supplies,5.76,2.8224
8/14/2017,West,Office Supplies,16.68,4.3368
09-09-2017,South,Office Supplies,628.81,12.5762
09-09-2017,South,Office Supplies,56.45,14.677
04-01-2017,Central,Office Supplies,94.2,23.55
04-01-2017,Central,Office Supplies,28.4,13.348
9/27/2016,Central,Furniture,956.6648,-225.0976
